date,market,Eggs (local),Tomatoes (local),duplicate
2022-03-15,Galeng,2200,2200,TRUE
2022-03-15,Lashio Market,1500,1500,TRUE
2022-03-15,Laukkaing,2000,2000,TRUE
2022-03-15,Dein Aw,8,8,TRUE
2022-03-15,Nawng Hkit,7,7,TRUE
2022-03-15,Kutkai,2200,2200,TRUE
2022-03-15,Mong See,2500,2500,TRUE
2022-03-15,Nam Hpat Kar,2500,2500,TRUE
2022-03-15,Nam Kam,1500,1500,TRUE
2022-03-15,Kan Nar Market,1567,1567,TRUE
2022-03-15,Yebyu Market,1600,1600,TRUE
2022-03-15,Ngazalgwae,1500,1500,TRUE
2022-03-15,Zamyinzwel,1500,1500,TRUE
2022-03-15,Meegwet,1650,1650,TRUE
2022-03-15,YwarMa,1650,1650,TRUE
2022-03-15,Night Market,1333,1333,TRUE
2022-04-15,Tedim Municipal Market,1932,734,FALSE
2022-04-15,Tonzang,2000,959,FALSE
2022-04-15,Hakha Myoma Market,2000,1530,FALSE
2022-04-15,Raldunn Market,2000,1071,FALSE
2022-04-15,Matupi,2000,918,FALSE
2022-04-15,Paletwa Myoma Market,2000,918,FALSE
2022-04-15,Sanbaung,2000,918,FALSE
2022-04-15,Kanpetlet,2000,612,FALSE
2022-04-15,Bhamo Market,1800,337,FALSE
2022-04-15,Loijie,3150,578,FALSE
2022-04-15,Man Wein Gyi,1500,836,FALSE
2022-04-15,Momauk,1900,306,FALSE
2022-04-15,Shwegu,1850,184,FALSE
2022-04-15,Hpakant Market,2000,734,FALSE
2022-04-15,Maw Wan Market,2000,1224,FALSE
2022-04-15,Mogaung Market,2000,490,FALSE
2022-04-15,Monyin Market,1800,NA,NA
2022-04-15,Chipwi Market,2000,612,FALSE
2022-04-15,Myitkyina Myoma Market,2000,428,FALSE
2022-04-15,Sadung,2000,612,FALSE
2022-04-15,Sanpya ward,2000,428,FALSE
2022-04-15,Tanai Market,1720,816,FALSE
2022-04-15,Waingmaw Myoma Market,1900,612,FALSE
2022-04-15,Puta-O Myoma,2000,918,FALSE
2022-04-15,Yae Baw Market,2000,NA,NA
2022-04-15,KawKareik Myo Ma Market,1900,NA,NA
2022-04-15,Kanthar,1600,367,FALSE
2022-04-15,Natmauk Myoma Market,1533,367,FALSE
2022-04-15,Minbu Myo Ma Market,1650,306,FALSE
2022-04-15,Pakokku Myo Ma Market,1700,388,FALSE
2022-04-15,Mingalar,1850,581.5,FALSE
2022-04-15,MyoHaung,1700,NA,NA
2022-04-15,Nyaungpin,1500,NA,NA
2022-04-15,YaeNiMyaung,1483,NA,NA
2022-04-15,Meiktila,1700,NA,NA
2022-04-15,ManiSithu,1500,367,FALSE
2022-04-15,Zay Cho,1800,612,FALSE
2022-04-15,Bilin Myo Ma Market,1900,490,FALSE
2022-04-15,Kyauk Ta Lone,2000,1377,FALSE
2022-04-15,Buthidaung,2000,2000,TRUE
2022-04-15,Ka Nyin Tan,2133,2333,FALSE
2022-04-15,Nyaung Chung,2200,2500,FALSE
2022-04-15,Ahpauk Wa,2000,NA,NA
2022-04-15,Kin Seik,1600,918,FALSE
2022-04-15,Laung Kyet,1800,NA,NA
2022-04-15,Minbya Main,1533,918,FALSE
2022-04-15,Myebon Main,2000,918,FALSE
2022-04-15,Na Rat Sar,2000,NA,NA
2022-04-15,Paung Toke,1800,NA,NA
2022-04-15,TaungPaw,2000,918,FALSE
2022-04-15,Ah Nauk Pyin,3000,1836,FALSE
2022-04-15,Kyaukpyu Main,2000,1224,FALSE
2022-04-15,Kyein Ni Pyin,2000,NA,NA
2022-04-15,Nget Chaung,2000,NA,NA
2022-04-15,Nyaung Pin Gyi,2500,1836,FALSE
2022-04-15,Ohn Taw Gyi,2000,NA,NA
2022-04-15,Rathedaung Main,2100,1836,FALSE
2022-04-15,Say Tha Mar Gyi,2000,NA,NA
2022-04-15,Sin Tet Maw,2500,NA,NA
2022-04-15,Sittwe,2000,NA,NA
2022-04-15,Thae Chaung,2000,NA,NA
2022-04-15,Gwa Myoma,1400,NA,NA
2022-04-15,Toungup Main,1450,796,FALSE
2022-04-15,Home shop,2000,1224,FALSE
2022-04-15,Lahe,2000,2295,FALSE
2022-04-15,Municipal,2000,1224,FALSE
2022-04-15,Myoma,2625,2371,FALSE
2022-04-15,Manton,2000,1040,FALSE
2022-04-15,Namtu,1800,979,FALSE
2022-04-15,Galeng,2200,1530,FALSE
2022-04-15,Lashio Market,1650,490,FALSE
2022-04-15,Kutkai,2200,1530,FALSE
2022-04-15,Mong See,2500,1530,FALSE
2022-04-15,Mong Wee,2000,842,FALSE
2022-04-15,Namhkam Market,1500,918,FALSE
2022-04-15,Namphatkhar,2500,1530,FALSE
2022-04-15,Kan Nar Market,1600,612,FALSE
2022-04-15,Yebyu Market,1600,734,FALSE
2022-04-15,88 ward,1700,490,FALSE
2022-04-15,Ngazalgwae,1600,612,FALSE
2022-04-15,Thet Yet Pin Chaung,1800,NA,NA
2022-04-15,Zamyinzwel,1600,612,FALSE
2022-04-15,Meegwet,1650,673,FALSE
2022-04-15,Nawarat,1775,520,FALSE
2022-04-15,Pin Lone,1750,673,FALSE
2022-04-15,Shwepyitha,1767,612,FALSE
2022-04-15,YwarMa,1850,734,FALSE
2022-04-15,Aung Zaya,1700,490,FALSE
2022-04-15,Ka Mar Ka Sit,1750,734,FALSE
2022-04-15,Twantay Myoma,1800,459,FALSE
2022-04-15,Night Market,1800,734,FALSE
2022-05-15,Tedim Municipal Market,2000,1020,FALSE
2022-05-15,Tonzang,2500,1183,FALSE
2022-05-15,Hakha Myoma Market,2500,1224,FALSE
2022-05-15,Raldunn Market,2500,1224,FALSE
2022-05-15,Matupi,2500,918,FALSE
2022-05-15,Paletwa Myoma Market,2500,918,FALSE
2022-05-15,Sanbaung,2500,1132,FALSE
2022-05-15,Kanpetlet,2000,734,FALSE
2022-05-15,Bhamo,2200,796,FALSE
2022-05-15,Bhamo Market,2000,918,FALSE
2022-05-15,Loijie,2898,1182,FALSE
2022-05-15,Man Wein Gyi,2233,857,FALSE
2022-05-15,Momauk,2000,306,FALSE
2022-05-15,Shwegu,1967,816,FALSE
2022-05-15,Hpakant Market,2000,918,FALSE
2022-05-15,Maw Wan Market,2250,1163,FALSE
2022-05-15,Monyin Market,1960,428,FALSE
2022-05-15,Chipwi Market,2500,918,FALSE
2022-05-15,Myitkyina Myoma Market,1867,673,FALSE
2022-05-15,Sadung,2000,612,FALSE
2022-05-15,Sanpya ward,2000,734,FALSE
2022-05-15,Tanai Market,2100,783,FALSE
2022-05-15,Waingmaw Myoma Market,2000,571,FALSE
2022-05-15,Puta-O Myoma,2500,1224,FALSE
2022-05-15,Hpasaung,2000,734,FALSE
2022-05-15,Thiri Mingalar Market,1800,NA,NA
2022-05-15,Yae Baw Market,2000,NA,NA
2022-05-15,KawKareik Myo Ma Market,2000,NA,NA
2022-05-15,Kanthar,1880,612,FALSE
2022-05-15,Natmauk Myoma Market,1967,612,FALSE
2022-05-15,Minbu Myo Ma Market,1817,734,FALSE
2022-05-15,Pakokku Myo Ma Market,1733,734,FALSE
2022-05-15,Mingalar,2000,795.5,FALSE
2022-05-15,MyoHaung,2000,NA,NA
2022-05-15,Nyaungpin,1700,NA,NA
2022-05-15,YaeNiMyaung,1867,673,FALSE
2022-05-15,Meiktila,2000,1346,FALSE
2022-05-15,ManiSithu,2000,734,FALSE
2022-05-15,Bilin Myo Ma Market,2100,NA,NA
2022-05-15,Buthidaung,2000,2467,FALSE
2022-05-15,Ka Nyin Tan,2000,2700,FALSE
2022-05-15,Nyaung Chung,2200,2933,FALSE
2022-05-15,Ahpauk Wa,2500,NA,NA
2022-05-15,Kin Seik,2000,2448,FALSE
2022-05-15,Laung Kyet,2000,NA,NA
2022-05-15,Minbya Main,2000,2448,FALSE
2022-05-15,Mrauk-U Main,2000,NA,NA
2022-05-15,Myebon Main,2000,NA,NA
2022-05-15,Na Rat Sar,2000,NA,NA
2022-05-15,Paung Toke,2000,NA,NA
2022-05-15,TaungPaw,2500,NA,NA
2022-05-15,Ah Nauk Pyin,3000,1836,FALSE
2022-05-15,Kyaukpyu Main,1800,1224,FALSE
2022-05-15,Kyein Ni Pyin,2500,NA,NA
2022-05-15,Nget Chaung,2000,NA,NA
2022-05-15,Nyaung Pin Gyi,2500,1836,FALSE
2022-05-15,Ohn Taw Gyi,2500,NA,NA
2022-05-15,Rathedaung Main,2100,1836,FALSE
2022-05-15,Say Tha Mar Gyi,2500,NA,NA
2022-05-15,Sin Tet Maw,2500,NA,NA
2022-05-15,Thae Chaung,2000,NA,NA
2022-05-15,Thet Kay Pyin,2000,NA,NA
2022-05-15,Gwa Myoma,2000,NA,NA
2022-05-15,Toungup Main,1600,1102,FALSE
2022-05-15,Home shop,2500,1530,FALSE
2022-05-15,Lahe,2000,2142,FALSE
2022-05-15,Municipal,2500,1530,FALSE
2022-05-15,Myoma,2500,1453,FALSE
2022-05-15,Manton,2200,1040,FALSE
2022-05-15,Namtu,1900,979,FALSE
2022-05-15,Galeng,2500,NA,NA
2022-05-15,Lashio Market,1700,612,FALSE
2022-05-15,Kutkai,2500,1530,FALSE
2022-05-15,Mong See,2400,1499,FALSE
2022-05-15,Mong Wee,2500,918,FALSE
2022-05-15,Namhkam Market,2133,826,FALSE
2022-05-15,Namphatkhar,2500,1408,FALSE
2022-05-15,Kan Nar Market,1600,826,FALSE
2022-05-15,Yebyu Market,1667,826,FALSE
2022-05-15,Ngazalgwae,1900,734,FALSE
2022-05-15,Zamyinzwel,1900,918,FALSE
2022-05-15,Meegwet,1950,979,FALSE
2022-05-15,Shwepyitha,1867,836,FALSE
2022-05-15,YwarMa,1950,1040,FALSE
2022-05-15,Twantay Myoma,1800,765,FALSE
2022-05-15,Night Market,1867,877,FALSE
